# PROJECT: BEYOND THE FACADE - Physiological Response Monitoring Prototype
# DISCLAIMER: Educational/Research Prototype Only. Not a medical diagnostic device or lie detector.
timestamp_iso,elapsed_seconds,raw_signal,bpm,mode,event
2026-09-12T07:04:03.494492,0.007,562,0,HARDWARE,
2026-09-12T07:04:03.522398,0.035,595,0,HARDWARE,
2026-09-12T07:04:03.549834,0.063,582,0,HARDWARE,
2026-09-12T07:04:03.579844,0.093,569,0,HARDWARE,
2026-09-12T07:04:03.609970,0.123,537,0,HARDWARE,
2026-09-12T07:04:03.661298,0.174,514,0,HARDWARE,
2026-09-12T07:04:03.688733,0.202,512,0,HARDWARE,
2026-09-12T07:04:03.718944,0.232,549,0,HARDWARE,
2026-09-12T07:04:03.748775,0.262,682,0,HARDWARE,
2026-09-12T07:04:03.778328,0.291,788,0,HARDWARE,
2026-09-12T07:04:03.808959,0.322,807,0,HARDWARE,
2026-09-12T07:04:03.860569,0.374,711,0,HARDWARE,
2026-09-12T07:04:03.889838,0.403,608,0,HARDWARE,
2026-09-12T07:04:03.919892,0.433,548,0,HARDWARE,
2026-09-12T07:04:03.949634,0.463,538,0,HARDWARE,
2026-09-12T07:04:03.979549,0.493,535,0,HARDWARE,
2026-09-12T07:04:04.011474,0.524,494,0,HARDWARE,
2026-09-12T07:04:04.060449,0.573,110,0,HARDWARE,
2026-09-12T07:04:04.088468,0.601,0,0,HARDWARE,
2026-09-12T07:04:04.117778,0.631,0,0,HARDWARE,
2026-09-12T07:04:04.149105,0.662,0,0,HARDWARE,
2026-09-12T07:04:04.177687,0.691,0,0,HARDWARE,
2026-09-12T07:04:04.209578,0.723,0,0,HARDWARE,
2026-09-12T07:04:04.259488,0.772,0,0,HARDWARE,
2026-09-12T07:04:04.294694,0.808,119,0,HARDWARE,
2026-09-12T07:04:04.320983,0.834,414,0,HARDWARE,
2026-09-12T07:04:04.350119,0.863,462,0,HARDWARE,
2026-09-12T07:04:04.380277,0.893,319,0,HARDWARE,
2026-09-12T07:04:04.410217,0.923,57,0,HARDWARE,
2026-09-12T07:04:04.459401,0.972,0,0,HARDWARE,
2026-09-12T07:04:04.489851,1.003,0,0,HARDWARE,
2026-09-12T07:04:04.519512,1.032,0,0,HARDWARE,
2026-09-12T07:04:04.549181,1.062,0,0,HARDWARE,
2026-09-12T07:04:04.579673,1.093,0,0,HARDWARE,
2026-09-12T07:04:04.610106,1.123,0,0,HARDWARE,
2026-09-12T07:04:04.660958,1.174,0,0,HARDWARE,
2026-09-12T07:04:04.689233,1.202,0,0,HARDWARE,
2026-09-12T07:04:04.720042,1.233,0,0,HARDWARE,
2026-09-12T07:04:04.749985,1.263,0,0,HARDWARE,
2026-09-12T07:04:04.779138,1.292,0,0,HARDWARE,
2026-09-12T07:04:04.810777,1.324,0,0,HARDWARE,
2026-09-12T07:04:04.860537,1.373,0,0,HARDWARE,
2026-09-12T07:04:04.889375,1.402,0,0,HARDWARE,
2026-09-12T07:04:04.919196,1.432,0,0,HARDWARE,
2026-09-12T07:04:04.949582,1.463,0,0,HARDWARE,
2026-09-12T07:04:04.979337,1.492,0,0,HARDWARE,
2026-09-12T07:04:05.009631,1.523,0,0,HARDWARE,
2026-09-12T07:04:05.060514,1.573,0,0,HARDWARE,
2026-09-12T07:04:05.088407,1.601,0,0,HARDWARE,
2026-09-12T07:04:05.117762,1.631,0,0,HARDWARE,
2026-09-12T07:04:05.149269,1.662,0,0,HARDWARE,
2026-09-12T07:04:05.179063,1.692,0,0,HARDWARE,
2026-09-12T07:04:05.209784,1.723,0,0,HARDWARE,
2026-09-12T07:04:05.303458,1.816,0,0,HARDWARE,
2026-09-12T07:04:05.303728,1.817,0,0,HARDWARE,
2026-09-12T07:04:05.320185,1.833,0,0,HARDWARE,
2026-09-12T07:04:05.349648,1.863,0,0,HARDWARE,
2026-09-12T07:04:05.378645,1.892,0,0,HARDWARE,
2026-09-12T07:04:05.410551,1.924,0,0,HARDWARE,
2026-09-12T07:04:05.459583,1.973,0,0,HARDWARE,
2026-09-12T07:04:05.490233,2.003,0,0,HARDWARE,
2026-09-12T07:04:05.519758,2.033,0,0,HARDWARE,
2026-09-12T07:04:05.553529,2.066,0,0,HARDWARE,
2026-09-12T07:04:05.580354,2.093,0,0,HARDWARE,
2026-09-12T07:04:05.610585,2.124,0,0,HARDWARE,
2026-09-12T07:04:05.661263,2.174,0,0,HARDWARE,
2026-09-12T07:04:05.688359,2.201,0,0,HARDWARE,
2026-09-12T07:04:05.720594,2.234,292,0,HARDWARE,
2026-09-12T07:04:05.751201,2.264,531,0,HARDWARE,
2026-09-12T07:04:05.851713,2.365,739,240,HARDWARE,
2026-09-12T07:04:05.891332,2.404,685,0,HARDWARE,
2026-09-12T07:04:05.953158,2.466,647,240,HARDWARE,
2026-09-12T07:04:05.994525,2.507,611,240,HARDWARE,
2026-09-12T07:04:06.028604,2.542,605,240,HARDWARE,
2026-09-12T07:04:06.066805,2.580,587,240,HARDWARE,
2026-09-12T07:04:06.104343,2.617,603,240,HARDWARE,
2026-09-12T07:04:06.171229,2.684,603,0,HARDWARE,
2026-09-12T07:04:06.209429,2.722,601,0,HARDWARE,
2026-09-12T07:04:06.246978,2.760,627,0,HARDWARE,
2026-09-12T07:04:06.285381,2.798,673,0,HARDWARE,
2026-09-12T07:04:06.322951,2.836,672,0,HARDWARE,
2026-09-12T07:04:06.387065,2.900,599,0,HARDWARE,
2026-09-12T07:04:06.444831,2.958,630,0,HARDWARE,
2026-09-12T07:04:06.464119,2.977,670,0,HARDWARE,
2026-09-12T07:04:06.500718,3.014,688,240,HARDWARE,
2026-09-12T07:04:06.538603,3.052,685,240,HARDWARE,
2026-09-12T07:04:06.605408,3.118,672,0,HARDWARE,
2026-09-12T07:04:06.644053,3.157,663,240,HARDWARE,
2026-09-12T07:04:06.680287,3.193,686,240,HARDWARE,
2026-09-12T07:04:06.719724,3.233,691,0,HARDWARE,
2026-09-12T07:04:06.759512,3.272,672,0,HARDWARE,
2026-09-12T07:04:06.821556,3.335,684,0,HARDWARE,
2026-09-12T07:04:06.860138,3.373,682,0,HARDWARE,
2026-09-12T07:04:06.902115,3.415,663,0,HARDWARE,
2026-09-12T07:04:06.934747,3.448,673,0,HARDWARE,
2026-09-12T07:04:06.978481,3.491,657,0,HARDWARE,
2026-09-12T07:04:07.037516,3.550,676,0,HARDWARE,
2026-09-12T07:04:07.076262,3.589,664,134,HARDWARE,
2026-09-12T07:04:07.113582,3.627,658,240,HARDWARE,
2026-09-12T07:04:07.134216,3.647,658,240,HARDWARE,QUESTION DISPLAYED: [SPIKE] Your pulse just spiked! Are you hiding something from us?
2026-09-12T07:04:07.151106,3.664,634,240,HARDWARE,
2026-09-12T07:04:07.189359,3.702,626,0,HARDWARE,
2026-09-12T07:04:07.253339,3.766,662,0,HARDWARE,
2026-09-12T07:04:07.289881,3.803,656,0,HARDWARE,
2026-09-12T07:04:07.328950,3.842,658,240,HARDWARE,
2026-09-12T07:04:07.366922,3.880,699,0,HARDWARE,
2026-09-12T07:04:07.404119,3.917,770,0,HARDWARE,
2026-09-12T07:04:07.467918,3.981,761,0,HARDWARE,
2026-09-12T07:04:07.504694,4.018,679,0,HARDWARE,
2026-09-12T07:04:07.543620,4.057,639,0,HARDWARE,
2026-09-12T07:04:07.580306,4.093,670,0,HARDWARE,
2026-09-12T07:04:07.618461,4.131,719,0,HARDWARE,
2026-09-12T07:04:07.682246,4.195,782,0,HARDWARE,
2026-09-12T07:04:07.719001,4.232,862,240,HARDWARE,
2026-09-12T07:04:07.761734,4.275,735,0,HARDWARE,
2026-09-12T07:04:07.796077,4.309,636,0,HARDWARE,
2026-09-12T07:04:07.834890,4.348,847,0,HARDWARE,
2026-09-12T07:04:07.897842,4.411,517,0,HARDWARE,
2026-09-12T07:04:07.937002,4.450,467,0,HARDWARE,
2026-09-12T07:04:07.971722,4.485,523,240,HARDWARE,
2026-09-12T07:04:08.012923,4.526,610,240,HARDWARE,
2026-09-12T07:04:08.049109,4.562,657,240,HARDWARE,
2026-09-12T07:04:08.114209,4.627,708,0,HARDWARE,
2026-09-12T07:04:08.150358,4.663,659,151,HARDWARE,
2026-09-12T07:04:08.188302,4.701,614,0,HARDWARE,
2026-09-12T07:04:08.226225,4.739,617,0,HARDWARE,
2026-09-12T07:04:08.264457,4.777,664,0,HARDWARE,
2026-09-12T07:04:08.327328,4.840,604,0,HARDWARE,
2026-09-12T07:04:08.365619,4.879,616,0,HARDWARE,
2026-09-12T07:04:08.403098,4.916,665,0,HARDWARE,
2026-09-12T07:04:08.439667,4.953,693,240,HARDWARE,
2026-09-12T07:04:08.479072,4.992,702,0,HARDWARE,
2026-09-12T07:04:08.544766,5.058,700,0,HARDWARE,
2026-09-12T07:04:08.580241,5.093,704,0,HARDWARE,
2026-09-12T07:04:08.620435,5.133,697,0,HARDWARE,
2026-09-12T07:04:08.654973,5.168,676,136,HARDWARE,
2026-09-12T07:04:08.691954,5.205,669,240,HARDWARE,
2026-09-12T07:04:08.756485,5.269,704,31,HARDWARE,
2026-09-12T07:04:08.766057,5.279,680,0,HARDWARE,
2026-09-12T07:04:08.834168,5.347,668,0,HARDWARE,
2026-09-12T07:04:08.872355,5.385,667,0,HARDWARE,
2026-09-12T07:04:08.910240,5.423,627,0,HARDWARE,
2026-09-12T07:04:08.972291,5.485,670,0,HARDWARE,
2026-09-12T07:04:09.010656,5.524,664,0,HARDWARE,
2026-09-12T07:04:09.047940,5.561,639,69,HARDWARE,
2026-09-12T07:04:09.086013,5.599,619,240,HARDWARE,
2026-09-12T07:04:09.128042,5.641,662,0,HARDWARE,
2026-09-12T07:04:09.186865,5.700,615,240,HARDWARE,
2026-09-12T07:04:09.226281,5.739,621,0,HARDWARE,
2026-09-12T07:04:09.263847,5.777,678,177,HARDWARE,
2026-09-12T07:04:09.301922,5.815,693,0,HARDWARE,
2026-09-12T07:04:09.338580,5.852,695,0,HARDWARE,
2026-09-12T07:04:09.402932,5.916,683,0,HARDWARE,
2026-09-12T07:04:09.441486,5.954,712,0,HARDWARE,
2026-09-12T07:04:09.477979,5.991,721,240,HARDWARE,
2026-09-12T07:04:09.516011,6.029,682,0,HARDWARE,
2026-09-12T07:04:09.552746,6.066,669,148,HARDWARE,
2026-09-12T07:04:09.581559,6.095,706,148,HARDWARE,
2026-09-12T07:04:09.610813,6.124,616,148,HARDWARE,
2026-09-12T07:04:09.639389,6.152,709,148,HARDWARE,
2026-09-12T07:04:09.669331,6.182,598,148,HARDWARE,
2026-09-12T07:04:09.699970,6.213,705,148,HARDWARE,
2026-09-12T07:04:09.743405,6.256,712,148,HARDWARE,
2026-09-12T07:04:09.772319,6.285,637,148,HARDWARE,
2026-09-12T07:04:09.802965,6.316,704,148,HARDWARE,
2026-09-12T07:04:09.832326,6.345,652,148,HARDWARE,
2026-09-12T07:04:09.861656,6.375,709,148,HARDWARE,
2026-09-12T07:04:09.893980,6.407,644,148,HARDWARE,
2026-09-12T07:04:09.943253,6.456,719,148,HARDWARE,
2026-09-12T07:04:09.972988,6.486,643,148,HARDWARE,
2026-09-12T07:04:10.002597,6.516,730,148,HARDWARE,
2026-09-12T07:04:10.032622,6.546,647,148,HARDWARE,
2026-09-12T07:04:10.064184,6.577,719,148,HARDWARE,
2026-09-12T07:04:10.093786,6.607,663,148,HARDWARE,
2026-09-12T07:04:10.142882,6.656,705,148,HARDWARE,
2026-09-12T07:04:10.171829,6.685,637,148,HARDWARE,
2026-09-12T07:04:10.201528,6.714,710,148,HARDWARE,
2026-09-12T07:04:10.232235,6.745,641,148,HARDWARE,
2026-09-12T07:04:10.262207,6.775,696,148,HARDWARE,
2026-09-12T07:04:10.292405,6.805,628,148,HARDWARE,
2026-09-12T07:04:10.345078,6.858,746,148,HARDWARE,
2026-09-12T07:04:10.372811,6.886,641,148,HARDWARE,
2026-09-12T07:04:10.402919,6.916,700,148,HARDWARE,
2026-09-12T07:04:10.432968,6.946,673,148,HARDWARE,
2026-09-12T07:04:10.463151,6.976,725,148,HARDWARE,
2026-09-12T07:04:10.493694,7.007,657,148,HARDWARE,
2026-09-12T07:04:10.544170,7.057,716,148,HARDWARE,
2026-09-12T07:04:10.573341,7.086,659,148,HARDWARE,
2026-09-12T07:04:10.603065,7.116,730,148,HARDWARE,
2026-09-12T07:04:10.632601,7.146,623,148,HARDWARE,
2026-09-12T07:04:10.663242,7.176,708,148,HARDWARE,
2026-09-12T07:04:10.693024,7.206,657,148,HARDWARE,
