# PROJECT: BEYOND THE FACADE - Physiological Response Monitoring Prototype
# DISCLAIMER: Educational/Research Prototype Only. Not a medical diagnostic device or lie detector.
timestamp_iso,elapsed_seconds,raw_signal,bpm,mode
2026-09-12T02:07:55.886409,0.043,534,68,DEMO
2026-09-12T02:07:55.918191,0.074,523,68,DEMO
2026-09-12T02:07:55.948135,0.104,515,68,DEMO
2026-09-12T02:07:55.978423,0.135,506,68,DEMO
2026-09-12T02:07:56.009216,0.165,500,68,DEMO
2026-09-12T02:07:56.040474,0.197,500,68,DEMO
2026-09-12T02:07:56.071882,0.228,501,68,DEMO
2026-09-12T02:07:56.103606,0.260,499,68,DEMO
2026-09-12T02:07:56.134907,0.291,505,68,DEMO
2026-09-12T02:07:56.167006,0.323,503,68,DEMO
2026-09-12T02:07:56.196379,0.353,505,68,DEMO
2026-09-12T02:07:56.227361,0.384,504,68,DEMO
2026-09-12T02:07:56.258391,0.415,504,68,DEMO
2026-09-12T02:07:56.289288,0.445,515,68,DEMO
2026-09-12T02:07:56.320088,0.476,532,68,DEMO
2026-09-12T02:07:56.351434,0.508,564,68,DEMO
2026-09-12T02:07:56.383869,0.540,618,68,DEMO
2026-09-12T02:07:56.417596,0.574,672,68,DEMO
2026-09-12T02:07:56.451051,0.607,694,68,DEMO
2026-09-12T02:07:56.481389,0.638,668,68,DEMO
2026-09-12T02:07:56.515218,0.671,614,68,DEMO
2026-09-12T02:07:56.551508,0.708,556,68,DEMO
2026-09-12T02:07:56.581483,0.738,546,68,DEMO
2026-09-12T02:07:56.615279,0.771,565,68,DEMO
2026-09-12T02:07:56.648257,0.804,588,68,DEMO
2026-09-12T02:07:56.681792,0.838,592,68,DEMO
2026-09-12T02:07:56.715078,0.871,586,68,DEMO
2026-09-12T02:07:56.748003,0.904,573,68,DEMO
2026-09-12T02:07:56.781035,0.937,554,68,DEMO
2026-09-12T02:07:56.814781,0.971,541,68,DEMO
2026-09-12T02:07:56.847505,1.004,532,68,DEMO
2026-09-12T02:07:56.880922,1.037,528,68,DEMO
2026-09-12T02:07:56.915414,1.072,526,68,DEMO
2026-09-12T02:07:56.951816,1.108,524,68,DEMO
2026-09-12T02:07:56.981362,1.138,529,68,DEMO
2026-09-12T02:07:57.016962,1.173,526,68,DEMO
2026-09-12T02:07:57.047239,1.203,527,68,DEMO
2026-09-12T02:07:57.084441,1.241,524,68,DEMO
2026-09-12T02:07:57.117294,1.273,526,68,DEMO
2026-09-12T02:07:57.147757,1.304,527,68,DEMO
2026-09-12T02:07:57.181203,1.337,538,68,DEMO
2026-09-12T02:07:57.214865,1.371,567,68,DEMO
2026-09-12T02:07:57.247633,1.404,616,68,DEMO
2026-09-12T02:07:57.281698,1.438,674,68,DEMO
2026-09-12T02:07:57.312847,1.469,707,68,DEMO
2026-09-12T02:07:57.350239,1.506,698,68,DEMO
2026-09-12T02:07:57.384414,1.541,647,69,DEMO
2026-09-12T02:07:57.416993,1.573,590,69,DEMO
2026-09-12T02:07:57.448137,1.604,563,69,DEMO
2026-09-12T02:07:57.483717,1.640,576,69,DEMO
2026-09-12T02:07:57.514604,1.671,596,69,DEMO
2026-09-12T02:07:57.548622,1.705,603,69,DEMO
2026-09-12T02:07:57.585509,1.742,596,69,DEMO
2026-09-12T02:07:57.616903,1.773,587,69,DEMO
2026-09-12T02:07:57.648189,1.804,567,69,DEMO
2026-09-12T02:07:57.685271,1.841,548,69,DEMO
2026-09-12T02:07:57.717779,1.874,540,69,DEMO
2026-09-12T02:07:57.748513,1.905,537,69,DEMO
2026-09-12T02:07:57.781063,1.937,531,69,DEMO
2026-09-12T02:07:57.813824,1.970,531,69,DEMO
2026-09-12T02:07:57.848181,2.004,527,69,DEMO
2026-09-12T02:07:57.881779,2.038,523,69,DEMO
2026-09-12T02:07:57.915343,2.071,527,69,DEMO
2026-09-12T02:07:57.947158,2.103,523,69,DEMO
2026-09-12T02:07:57.982605,2.139,527,69,DEMO
2026-09-12T02:07:58.015073,2.171,519,69,DEMO
2026-09-12T02:07:58.051577,2.208,533,69,DEMO
2026-09-12T02:07:58.081837,2.238,553,69,DEMO
2026-09-12T02:07:58.113265,2.269,593,69,DEMO
2026-09-12T02:07:58.146546,2.303,649,69,DEMO
2026-09-12T02:07:58.181869,2.338,695,69,DEMO
2026-09-12T02:07:58.215155,2.371,697,69,DEMO
2026-09-12T02:07:58.250807,2.407,650,69,DEMO
2026-09-12T02:07:58.281753,2.438,589,69,DEMO
2026-09-12T02:07:58.314325,2.470,550,69,DEMO
2026-09-12T02:07:58.348223,2.504,560,69,DEMO
2026-09-12T02:07:58.379547,2.536,575,69,DEMO
2026-09-12T02:07:58.410355,2.566,589,69,DEMO
2026-09-12T02:07:58.441220,2.597,588,69,DEMO
2026-09-12T02:07:58.472416,2.629,579,69,DEMO
2026-09-12T02:07:58.503116,2.659,559,69,DEMO
2026-09-12T02:07:58.533541,2.690,543,69,DEMO
2026-09-12T02:07:58.564103,2.720,530,69,DEMO
2026-09-12T02:07:58.594669,2.751,516,69,DEMO
2026-09-12T02:07:58.625256,2.781,512,69,DEMO
2026-09-12T02:07:58.656583,2.813,509,69,DEMO
2026-09-12T02:07:58.687919,2.844,506,69,DEMO
2026-09-12T02:07:58.719268,2.875,507,69,DEMO
2026-09-12T02:07:58.750934,2.907,504,69,DEMO
2026-09-12T02:07:58.796010,2.952,503,69,DEMO
2026-09-12T02:07:58.827381,2.984,506,69,DEMO
2026-09-12T02:07:58.858383,3.015,500,69,DEMO
