# PROJECT: BEYOND THE FACADE - Physiological Response Monitoring Prototype
# DISCLAIMER: Educational/Research Prototype Only. Not a medical diagnostic device or lie detector.
timestamp_iso,elapsed_seconds,raw_signal,bpm,mode
2026-09-12T02:15:12.939055,0.004,688,80,DEMO
2026-09-12T02:15:12.985437,0.050,697,80,DEMO
2026-09-12T02:15:13.018217,0.083,644,80,DEMO
2026-09-12T02:15:13.048591,0.113,580,80,DEMO
2026-09-12T02:15:13.078796,0.143,564,80,DEMO
2026-09-12T02:15:13.110647,0.175,580,80,DEMO
2026-09-12T02:15:13.144429,0.209,603,80,DEMO
2026-09-12T02:15:13.187744,0.252,596,80,DEMO
2026-09-12T02:15:13.218617,0.283,577,80,DEMO
2026-09-12T02:15:13.249814,0.315,558,80,DEMO
2026-09-12T02:15:13.279993,0.345,548,80,DEMO
2026-09-12T02:15:13.311631,0.376,531,80,DEMO
2026-09-12T02:15:13.342563,0.407,523,80,DEMO
2026-09-12T02:15:13.379519,0.444,522,80,DEMO
2026-09-12T02:15:13.381898,0.447,520,80,DEMO
2026-09-12T02:15:13.419543,0.484,518,80,DEMO
2026-09-12T02:15:13.451070,0.516,522,80,DEMO
2026-09-12T02:15:13.482242,0.547,519,80,DEMO
2026-09-12T02:15:13.512827,0.578,519,80,DEMO
2026-09-12T02:15:13.547007,0.612,515,80,DEMO
2026-09-12T02:15:13.592249,0.657,524,80,DEMO
2026-09-12T02:15:13.620649,0.685,553,80,DEMO
2026-09-12T02:15:13.651924,0.717,607,80,DEMO
2026-09-12T02:15:13.682497,0.747,666,80,DEMO
2026-09-12T02:15:13.713574,0.778,690,80,DEMO
2026-09-12T02:15:13.746601,0.811,663,80,DEMO
2026-09-12T02:15:13.789339,0.854,576,80,DEMO
2026-09-12T02:15:13.820946,0.886,542,80,DEMO
2026-09-12T02:15:13.851280,0.916,553,80,DEMO
2026-09-12T02:15:13.881977,0.947,579,80,DEMO
2026-09-12T02:15:13.912862,0.978,581,80,DEMO
