# PROJECT: BEYOND THE FACADE - Physiological Response Monitoring Prototype
# DISCLAIMER: Educational/Research Prototype Only. Not a medical diagnostic device or lie detector.
timestamp_iso,elapsed_seconds,raw_signal,bpm,mode,event
2026-09-12T07:45:42.314651,0.029,697,70,DEMO,
2026-09-12T07:45:42.344094,0.059,678,70,DEMO,
2026-09-12T07:45:42.387768,0.103,601,70,DEMO,
2026-09-12T07:45:42.416117,0.131,562,70,DEMO,
2026-09-12T07:45:42.447364,0.162,556,71,DEMO,
2026-09-12T07:45:42.480020,0.195,577,71,DEMO,
2026-09-12T07:45:42.524513,0.239,597,71,DEMO,
2026-09-12T07:45:42.567830,0.283,592,71,DEMO,
2026-09-12T07:45:42.602645,0.317,576,71,DEMO,
2026-09-12T07:45:42.630980,0.346,561,71,DEMO,
2026-09-12T07:45:42.662231,0.377,549,71,DEMO,
2026-09-12T07:45:42.704544,0.419,536,72,DEMO,
2026-09-12T07:45:42.742303,0.457,526,72,DEMO,
2026-09-12T07:45:42.779706,0.495,527,72,DEMO,
2026-09-12T07:45:42.810954,0.526,528,72,DEMO,
2026-09-12T07:45:42.840646,0.555,527,72,DEMO,
2026-09-12T07:45:42.872398,0.587,528,72,DEMO,
2026-09-12T07:45:42.903643,0.618,528,72,DEMO,
2026-09-12T07:45:42.954912,0.670,532,72,DEMO,
2026-09-12T07:45:42.985697,0.701,527,73,DEMO,
2026-09-12T07:45:43.015982,0.731,544,73,DEMO,
2026-09-12T07:45:43.047831,0.763,568,73,DEMO,
2026-09-12T07:45:43.079082,0.794,618,73,DEMO,
2026-09-12T07:45:43.109584,0.824,675,73,DEMO,
2026-09-12T07:45:43.141061,0.856,708,73,DEMO,
2026-09-12T07:45:43.171283,0.886,696,73,DEMO,
2026-09-12T07:45:43.201534,0.916,652,73,DEMO,
2026-09-12T07:45:43.232591,0.947,591,73,DEMO,
2026-09-12T07:45:43.263325,0.978,563,74,DEMO,
2026-09-12T07:45:43.295275,1.010,572,74,DEMO,
2026-09-12T07:45:43.324038,1.039,595,74,DEMO,
2026-09-12T07:45:43.355128,1.070,603,74,DEMO,
2026-09-12T07:45:43.385433,1.100,600,74,DEMO,
2026-09-12T07:45:43.416317,1.131,590,74,DEMO,
2026-09-12T07:45:43.447110,1.162,573,74,DEMO,
2026-09-12T07:45:43.478022,1.193,550,74,DEMO,
2026-09-12T07:45:43.508333,1.223,541,74,DEMO,
2026-09-12T07:45:43.538483,1.253,530,75,DEMO,
2026-09-12T07:45:43.569231,1.284,529,75,DEMO,
2026-09-12T07:45:43.599665,1.314,527,75,DEMO,
2026-09-12T07:45:43.630019,1.345,529,75,DEMO,
2026-09-12T07:45:43.660833,1.376,526,75,DEMO,
2026-09-12T07:45:43.691483,1.406,521,75,DEMO,
2026-09-12T07:45:43.721832,1.437,524,75,DEMO,
2026-09-12T07:45:43.751739,1.467,523,75,DEMO,
2026-09-12T07:45:43.782393,1.497,523,75,DEMO,
2026-09-12T07:45:43.813485,1.528,531,76,DEMO,
2026-09-12T07:45:43.844184,1.559,548,76,DEMO,
2026-09-12T07:45:43.874484,1.589,589,76,DEMO,
2026-09-12T07:45:43.933289,1.648,692,76,DEMO,
2026-09-12T07:45:43.979136,1.694,681,76,DEMO,
2026-09-12T07:45:44.037015,1.752,568,76,DEMO,
