# PROJECT: BEYOND THE FACADE - Physiological Response Monitoring Prototype
# DISCLAIMER: Educational/Research Prototype Only. Not a medical diagnostic device or lie detector.
timestamp_iso,elapsed_seconds,raw_signal,bpm,mode,event
2026-09-12T07:47:54.382641,0.045,518,70,HARDWARE,
2026-09-12T07:47:54.443935,0.106,518,70,HARDWARE,
2026-09-12T07:47:54.446865,0.109,518,70,HARDWARE,
2026-09-12T07:47:54.449169,0.111,520,0,HARDWARE,
2026-09-12T07:47:54.449669,0.112,520,0,HARDWARE,
2026-09-12T07:47:54.453805,0.116,510,0,HARDWARE,
2026-09-12T07:47:54.480217,0.142,516,0,HARDWARE,
2026-09-12T07:47:54.490045,0.152,516,71,HARDWARE,
2026-09-12T07:47:54.509385,0.171,513,0,HARDWARE,
2026-09-12T07:47:54.519767,0.182,513,71,HARDWARE,
2026-09-12T07:47:54.539285,0.201,519,0,HARDWARE,
2026-09-12T07:47:54.553569,0.216,519,71,HARDWARE,
2026-09-12T07:47:54.572168,0.234,515,0,HARDWARE,
2026-09-12T07:47:54.587554,0.250,515,71,HARDWARE,
2026-09-12T07:47:54.603518,0.266,522,0,HARDWARE,
2026-09-12T07:47:54.620002,0.282,522,71,HARDWARE,
2026-09-12T07:47:54.651562,0.314,516,0,HARDWARE,
2026-09-12T07:47:54.659289,0.321,516,71,HARDWARE,
2026-09-12T07:47:54.680797,0.343,513,0,HARDWARE,
2026-09-12T07:47:54.696739,0.359,513,71,HARDWARE,
2026-09-12T07:47:54.711590,0.374,520,0,HARDWARE,
2026-09-12T07:47:54.730223,0.392,520,71,HARDWARE,
2026-09-12T07:47:54.740086,0.402,515,0,HARDWARE,
2026-09-12T07:47:54.754340,0.416,515,71,HARDWARE,
2026-09-12T07:47:54.771002,0.433,511,0,HARDWARE,
2026-09-12T07:47:54.788045,0.450,511,72,HARDWARE,
2026-09-12T07:47:54.803326,0.465,516,0,HARDWARE,
2026-09-12T07:47:54.821889,0.484,516,72,HARDWARE,
2026-09-12T07:47:54.846242,0.508,515,0,HARDWARE,
2026-09-12T07:47:54.856685,0.519,515,72,HARDWARE,
2026-09-12T07:47:54.872572,0.535,514,0,HARDWARE,
2026-09-12T07:47:54.905115,0.567,514,72,HARDWARE,
2026-09-12T07:47:54.906112,0.568,512,0,HARDWARE,
2026-09-12T07:47:54.938750,0.601,512,72,HARDWARE,
2026-09-12T07:47:54.940227,0.602,515,0,HARDWARE,
2026-09-12T07:47:54.971727,0.634,515,72,HARDWARE,
2026-09-12T07:47:54.972719,0.635,516,0,HARDWARE,
2026-09-12T07:47:54.998983,0.661,518,0,HARDWARE,
2026-09-12T07:47:55.015725,0.678,518,72,HARDWARE,
2026-09-12T07:47:55.046927,0.709,518,73,HARDWARE,
2026-09-12T07:47:55.055260,0.717,513,0,HARDWARE,
2026-09-12T07:47:55.078354,0.740,513,73,HARDWARE,
2026-09-12T07:47:55.080347,0.742,514,0,HARDWARE,
2026-09-12T07:47:55.108281,0.770,514,73,HARDWARE,
2026-09-12T07:47:55.111856,0.774,508,0,HARDWARE,
2026-09-12T07:47:55.139895,0.802,508,73,HARDWARE,
2026-09-12T07:47:55.140683,0.803,514,0,HARDWARE,
2026-09-12T07:47:55.173181,0.835,514,73,HARDWARE,
2026-09-12T07:47:55.173436,0.836,515,0,HARDWARE,
2026-09-12T07:47:55.205464,0.868,515,73,HARDWARE,
2026-09-12T07:47:55.208551,0.871,509,0,HARDWARE,
2026-09-12T07:47:55.249285,0.911,509,73,HARDWARE,
2026-09-12T07:47:55.250283,0.912,512,0,HARDWARE,
2026-09-12T07:47:55.280094,0.942,512,73,HARDWARE,
2026-09-12T07:47:55.280094,0.942,513,0,HARDWARE,
2026-09-12T07:47:55.310617,0.973,502,0,HARDWARE,
2026-09-12T07:47:55.311704,0.974,502,74,HARDWARE,
2026-09-12T07:47:55.341207,1.003,496,0,HARDWARE,
2026-09-12T07:47:55.343281,1.005,496,74,HARDWARE,
2026-09-12T07:47:55.371938,1.034,495,0,HARDWARE,
2026-09-12T07:47:55.373510,1.036,495,74,HARDWARE,
2026-09-12T07:47:55.404596,1.067,489,0,HARDWARE,
2026-09-12T07:47:55.405318,1.067,489,74,HARDWARE,
2026-09-12T07:47:55.439173,1.101,489,74,HARDWARE,
2026-09-12T07:47:55.449710,1.112,494,0,HARDWARE,
2026-09-12T07:47:55.480141,1.142,491,0,HARDWARE,
2026-09-12T07:47:55.482134,1.144,491,74,HARDWARE,
2026-09-12T07:47:55.509256,1.171,498,0,HARDWARE,
2026-09-12T07:47:55.513247,1.175,498,74,HARDWARE,
2026-09-12T07:47:55.539129,1.201,500,0,HARDWARE,
2026-09-12T07:47:55.544337,1.206,500,74,HARDWARE,
2026-09-12T07:47:55.573030,1.235,504,0,HARDWARE,
2026-09-12T07:47:55.575335,1.237,504,74,HARDWARE,
2026-09-12T07:47:55.599011,1.261,506,0,HARDWARE,
